API,Name,Well Type - Aliased,Status - Aliased,Wellbore Profile - Aliased,First Production Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Lateral Length,Spud Date
42-301-34115-0000,LINDSAY 15 426H,,,HORIZONTAL,,,,,31.95804214,-103.7392731,4643.048828,4/26/2019
42-301-34095-0000,CROCKETT REESE STATE B,PERMIT,,HORIZONTAL,2/1/2019,21828,38443,0,31.94702721,-103.4471054,7552.132324,11/23/2018
42-301-34082-0000,ROAN 53-2 LOV UNIT 2010H,PERMIT,Active,HORIZONTAL,,,,,31.83111382,-103.5779037,8155.205566,11/17/2018
42-301-34112-0000,JUDGE 3 W8HN,,OPEN SHUT IN,HORIZONTAL,,,,,31.75287247,-103.4996567,4971.916992,9/2/2018
42-301-34111-0000,HICKORY 55-2-1 UNIT 6H,PERMIT,,HORIZONTAL,,,,,31.89990616,-103.7167053,11274.44531,4/12/2019
42-301-34091-0000,LINK VJ RANCH 26-23 F 6H,PERMIT,,HORIZONTAL,2/1/2019,57029,184414,0,31.81102562,-103.7228699,7678.73584,9/21/2018
42-301-33999-0000,REVOLVER 7504 W,PERMIT,Active,HORIZONTAL,12/1/2018,48546,73867,0,31.92341805,-103.3638,7517.919434,7/18/2018
42-301-34081-0000,ROAN 53-2 LOV UNIT 2009H,PERMIT,Active,HORIZONTAL,,,,,31.83111954,-103.5780029,8229.639648,11/21/2018
42-301-34097-0000,ALLEN 55-2-44 LOV UNIT 2H,PERMIT,Active,HORIZONTAL,,,,,31.7803936,-103.783699,6274.866211,10/16/2018
42-301-34105-0000,LINDSAY 10-15 55-I 414,OIL,Active,HORIZONTAL,2/1/2019,45975,169708,0,31.95813751,-103.7417221,7424.495605,9/18/2018
42-301-34093-0000,RIFLE 21801 3H,PERMIT,,HORIZONTAL,,,,,31.75057793,-103.663353,8254.920898,12/21/2018
42-301-34106-0000,LINDSAY 10-15K-55-1 402H,PERMIT,OPEN SHUT IN,HORIZONTAL,2/1/2019,21707,88260,0,31.95827293,-103.7417145,7375.874512,9/16/2018
42-301-34114-0000,CBR 41-44H 4HR,PERMIT,OPEN SHUT IN,HORIZONTAL,1/1/2019,60028,282612,0,31.91331673,-103.8845062,10775.49512,9/21/2018
42-301-34090-0000,LINK VJ RANCH 26-23 E 5H,PERMIT,,HORIZONTAL,2/1/2019,60522,200260,0,31.81104279,-103.7283554,7688.549805,10/19/2018
42-301-34092-0000,LINK VJ RANCH 26-23 G 7H,PERMIT,,HORIZONTAL,2/1/2019,51808,173675,0,31.8111515,-103.7215881,7635.247559,8/31/2018
42-301-34104-0000,LINDSAY 10-15 55-I 424,PERMIT,Active,HORIZONTAL,2/1/2019,32155,151636,0,31.95806694,-103.7417221,7450.84375,9/18/2018
42-301-34087-0000,LINK VJ RANCH 26-23 B 2H,PERMIT,,HORIZONTAL,2/1/2019,14493,47024,0,31.81180382,-103.7345123,7418.054688,9/7/2018
42-301-34102-0000,LINDSAY 10-15M-55-1 415H,PERMIT,,HORIZONTAL,,,,,31.95812225,-103.7402649,7451.241211,5/10/2019
42-301-34118-0000,CARDINAL 4 P2H,PERMIT,Active,HORIZONTAL,10/1/2018,33212,93622,221706,31.75546074,-103.6067734,5778.437988,8/8/2018
42-301-34126-0000,Z&T 32 G003,PERMIT,Active,HORIZONTAL,12/1/2018,8699,37597,48370,31.92658997,-103.670723,5095.931641,9/16/2018
42-301-34124-0000,Z&T 32 E001,PERMIT,Active,HORIZONTAL,11/1/2018,8783,38245,44361,31.92658997,-103.6709595,5181.150391,8/18/2018
42-301-34125-0000,Z&T 32 F002,PERMIT,Active,HORIZONTAL,12/1/2018,8699,37597,43937,31.92658997,-103.6707993,5072.910645,9/11/2018
42-301-34073-0000,ST. HELENS 75-32 UNIT 1H,PERMIT,,HORIZONTAL,,,,,31.86870766,-103.3469086,4754.333008,12/14/2018
42-301-34129-0000,CBR 33-28B-56-1 422H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91159439,-103.8712845,10873.33301,12/7/2018
42-301-34128-0000,CBR 33-28A-56-1 401H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91166306,-103.8712845,10848.30176,12/3/2018
42-301-34132-0000,CBR 33-28F-56-1 431H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91159058,-103.870285,10878.11621,11/8/2018
42-301-34131-0000,CBR 33-28C-56-1 412H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91165924,-103.870285,10853.0918,11/21/2018
42-301-34130-0000,CBR 33-28D-56-1 402H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91172791,-103.870285,10854.7998,12/3/2018
42-301-34135-0000,BRUNSON TRUST 16 3H,PERMIT,,HORIZONTAL,,,,,31.96123123,-103.4479294,4782.743164,3/8/2019
42-301-34138-0000,MCLOVIN SWD 1,PERMIT,Active,HORIZONTAL,,,,,31.99720192,-103.7707748,,12/5/2018
42-301-34144-0000,BOXWOOD 55-1-12 UNIT 5PH,,,VERTICAL,,,,,31.97006416,-103.7050552,,12/21/2018
42-301-34147-0000,HOPPER 21801 SWD 1,PERMIT,Active,VERTICAL,,,,,31.76558876,-103.6589432,,3/12/2019
42-301-34137-0000,WAHOO 53-2-23 LOV UNIT 8H,PERMIT,,HORIZONTAL,,,,,31.838377,-103.5151138,7482.021973,11/16/2018
42-301-34143-0000,HERON 54-2-4 UNIT 4H,PERMIT,,HORIZONTAL,,,,,31.8843956,-103.666153,10975.24023,4/12/2019
42-301-33970-0000,HUGHES & TALBOT 75-24 UNIT 3H,PERMIT,,HORIZONTAL,3/1/2019,21621,28201,0,31.89013863,-103.3722916,4832.730469,11/16/2018
42-301-34149-0000,REVOLVER C 402H,,,HORIZONTAL,,,,,31.92411804,-103.3613663,7449.520996,3/8/2019
42-301-34150-0000,SID M. KYLE 26 A001,,,HORIZONTAL,,,,,31.92794609,-103.6291504,5005.989746,10/15/2018
42-301-34156-0000,NEELIE 1-85 LOV 4H,,,HORIZONTAL,,,,,31.72870255,-103.5812836,4216.07666,2/10/2019
42-301-34154-0000,NEELIE 1-85 LOV 2H,PERMIT,,HORIZONTAL,,,,,31.72886086,-103.5813446,4222.436523,2/2/2019
42-301-34159-0000,OUTLAW SWD-44- 5,INJECTION,Active,VERTICAL,,,,,31.89503098,-103.6825027,,11/29/2018
42-301-34158-0000,OUTLAW SWD-44- 4,INJECTION,Active,VERTICAL,,,,,31.89056396,-103.6755753,,12/13/2018
42-301-34160-0000,OUTLAW SWD-44- 6,PERMIT,Active,VERTICAL,,,,,31.89741325,-103.6679611,,11/12/2018
42-301-34163-0000,JONES RANCH SWD 1,INJECTION,Active,VERTICAL,,,,,31.7337265,-103.6071777,,11/18/2018
42-301-34164-0000,ROCAZOLLER STATE 54-1-12 LOV 10H,OIL,Active,HORIZONTAL,,,,,31.97179031,-103.6029282,4804.734863,11/17/2018
42-301-34170-0000,STATE ATLANTIS 7 UNIT 4H,OIL,Active,HORIZONTAL,2/1/2019,102821,289391,0,31.9556427,-103.6604462,10788.91309,10/31/2018
42-301-34173-0000,BILLY DIXON UNIT 6H,,,HORIZONTAL,,,,,31.99201775,-103.4510727,7701.785156,11/9/2018
42-301-34174-0000,BILLY DIXON UNIT 7H,,,HORIZONTAL,,,,,31.99201584,-103.4511795,7749.965332,11/8/2018
42-301-34175-0000,NORTH RUDD DRAW 22 2H,,OPEN SHUT IN,HORIZONTAL,,,,,31.86113167,-103.4780426,6008.450684,1/20/2019
42-301-34169-0000,STATE ATLANTIS 7 UNIT 3H,OIL,Active,HORIZONTAL,2/1/2019,118411,338473,0,31.9556427,-103.660553,10799.11816,11/23/2018
42-301-34168-0000,STATE ATLANTIS 7 UNIT 2H,OIL,Active,HORIZONTAL,2/1/2019,150349,416589,0,31.95562744,-103.6647873,10799.4209,12/14/2018
42-301-34167-0000,STATE ATLANTIS 7 UNIT 1H,OIL,Active,HORIZONTAL,2/1/2019,162069,413780,0,31.95562744,-103.6648941,10794.32031,10/30/2018
42-301-34171-0000,STATE ATLANTIS 7 UNIT 5H,OIL,Active,HORIZONTAL,2/1/2019,105949,288419,0,31.9556427,-103.6603394,10798.41406,11/1/2018
42-301-34197-0000,SCRAPFILE NORTH 1H,,,HORIZONTAL,,,,,31.91207886,-103.4936218,10236.15625,2/8/2019
42-301-34198-0000,SCRAPFILE SOUTH 1H,,,HORIZONTAL,,,,,31.91189575,-103.4936218,7660.650391,3/8/2019
42-301-34210-0000,WEBER 26 E011,,,HORIZONTAL,,,,,31.83047104,-103.4858856,5524.367188,2/8/2019
42-301-34166-0000,SHARP NOSE STATE,PERMIT,,HORIZONTAL,3/1/2019,41061,95500,0,31.98378372,-103.3678894,6194.129883,10/29/2018
42-301-34186-0000,QUANAH PARKER B UNIT 4H,,,HORIZONTAL,,,,,31.96561241,-103.4367065,10639.82324,12/1/2018
42-301-34203-0000,YELLOW ROSE A UNIT 3H,,,HORIZONTAL,,,,,31.92201424,-103.4827576,10329.97363,5/10/2019
42-301-34194-0000,VOYAGER W 12H,OIL,Active,HORIZONTAL,1/1/2019,78003,172370,0,31.95695496,-103.6375961,4999.056641,12/14/2018
42-301-34165-0000,SHARP NOSE STATE 1450H,PERMIT,,HORIZONTAL,,,,,31.98374939,-103.3680115,6192.189453,11/23/2018
42-301-34212-0000,EL PATRON UNIT 11H,,,HORIZONTAL,,,,,31.9479332,-103.4511337,10127.11621,3/8/2019
