API,Completion_Date,Cum_BOE,Cum_Gas,Cum_Oil,Daily_Gas,Daily_Oil,Drilling_Type,Field,First_Month_Gas,First_Month_Oil,First_Production_Day,Gas_Gravity,Last_Flow_Pressure,Last_Test_Date,Lat,Lateral Length,Lease_Name,Long,Lower_Perforation,Months_Produced,Oil_Gravity,Operator,Peak_BOE,Peak_Gas,Peak_Oil,Perforated_Interval_Length,Production_Status,Production_type,Reservoir,Section,Spud_Date,TD,Upper_Perforation,Well_Number
4230132499,9/17/2015,639791.0,814963.0,503964.0,1649.0,996.0,H,PHANTOM,15789.0,10325.0,9/1/2015,,,3/10/2016,31.7965001,,CONN 53-2-36 LOV UNIT,-103.511988,16305.0,21.0,45.78,RD SHELL,93536.0,138484.0,74814.0,4300.0,ACTIVE,OIL,WOLFCAMP,36.0,3/16/2015,19225.0,12005.0,0
4230132266,2/12/2015,1545337.0,4026857.0,874194.0,5084.0,1159.0,H,PHANTOM,,7.0,9/1/2014,,,2/19/2017,31.738525300000003,,BARNETT 90-TTT-B01 WF,-103.5973291,16205.0,35.0,40.0,MATADOR PRODUCTION COMPANY,91837.0,335186.0,50824.0,5242.0,ACTIVE,OIL,WOLFCAMP,90.0,9/1/2014,16372.0,10963.0,0
4230132304,5/1/2015,220680.0,367924.0,159359.0,1210.0,524.0,H,PHANTOM,65622.0,28510.0,10/1/2016,,,10/23/2016,31.9117751,,SEVENGILLS 54-1-41,-103.68182850000001,16166.0,10.0,41.88,"ANADARKO E&P ONSHORE, LLC",39447.0,65622.0,28510.0,3751.0,ACTIVE,OIL,WOLFCAMP,41.0,5/1/2015,16350.0,12415.0,1H
4230132327,9/23/2015,751435.0,886903.0,603618.0,1103.0,718.0,H,PHANTOM,11591.0,9139.0,9/1/2015,,,4/27/2016,31.8359581,,RUDD DRAW 29-3,-103.4635929,16486.0,23.0,42.37,"RSP PERMIAN, LLC",59534.0,71191.0,47669.0,4244.0,ACTIVE,OIL,WOLFCAMP,3.0,6/28/2015,16772.0,12242.0,0
4230132401,2/21/2015,408974.0,1120757.0,222181.0,746.0,132.0,H,PHANTOM,6433.0,2707.0,2/1/2015,0.75,246.0,5/1/2016,31.969538300000004,,JOHNSON ESTATE 56-T1-8,-103.8882193,15592.0,30.0,48.5,BHP BILLITON PET(TXLA OP) CO,40739.0,113181.0,21875.0,4663.0,ACTIVE,GAS,WOLFCAMP,7.0,1/26/2015,15788.0,10929.0,1H
4230132498,4/16/2015,118012.0,198010.0,85010.0,725.0,311.0,H,PHANTOM,21451.0,7885.0,10/1/2016,,,10/10/2016,31.780435999999998,,GALAPAGOS 53-2-43 LOV,-103.5978625,15470.0,9.0,45.8,RD SHELL,14706.0,23954.0,10714.0,4048.0,ACTIVE,OIL,WOLFCAMP,43.0,3/12/2015,15970.0,11422.0,1H
4230132523,7/15/2015,259393.0,704359.0,142000.0,1079.0,191.0,H,PHANTOM,,2752.0,7/1/2015,0.8,249.0,10/21/2016,31.7658476,,HORN STATE 33-94,-103.69530209999999,21015.0,25.0,46.6,"ANADARKO E&P ONSHORE, LLC",17121.0,46168.0,10384.0,9431.0,ACTIVE,GAS,WOLFCAMP,94.0,4/15/2015,21186.0,11584.0,5H
4230132121,6/7/2014,350014.0,969935.0,188358.0,610.0,95.0,H,PHANTOM,67976.0,13099.0,6/1/2014,0.73,224.0,7/8/2016,31.9994772,,JOHNSON ESTATE 57-T1-4,-103.9725048,14760.0,38.0,40.0,BHP BILLITON PET(TXLA OP) CO,31820.0,85575.0,17557.0,4555.0,ACTIVE,GAS,WOLFCAMP,4.0,1/13/2014,14968.0,10205.0,1H
4230132422,6/26/2015,1092637.0,1269275.0,881091.0,2560.0,1788.0,H,PHANTOM,865.0,522.0,6/1/2015,,,8/26/2016,31.934433000000002,,LUDEMAN D,-103.3865227,19421.0,26.0,42.6,"RSP PERMIAN, LLC",80332.0,87765.0,66927.0,7247.0,ACTIVE,OIL,WOLFCAMP,21.0,4/5/2015,19697.0,12174.0,0
4230132492,6/27/2015,140526.0,162386.0,113462.0,152.0,87.0,H,TWO GEORGES,2680.0,1317.0,6/1/2015,,,8/2/2015,31.9452406,,CROCKETT REESE STATE UNIT,-103.4527605,18965.0,26.0,43.9,"RSP PERMIAN, LLC",20977.0,24643.0,16870.0,6515.0,ACTIVE,OIL,BONE SPRING,24.0,8/17/2015,19290.0,12450.0,2402H
4230132323,8/18/2015,158343.0,189131.0,126821.0,175.0,118.0,H,PHANTOM,14562.0,10989.0,8/1/2015,,,8/19/2015,31.981337300000003,,PISTOL 25-8,-103.4363427,17318.0,24.0,43.63,"RSP PERMIAN, LLC",13869.0,17536.0,10989.0,4270.0,ACTIVE,OIL,WOLFCAMP,8.0,5/16/2015,17500.0,13048.0,1H
4230132491,4/9/2015,403329.0,999872.0,236684.0,753.0,158.0,H,PHANTOM,98628.0,21375.0,4/1/2015,0.73,177.0,7/23/2016,31.8989793,,BOLD JOHNSON 56-T1-42,-103.8970667,15004.0,28.0,47.5,BHP BILLITON PET(TXLA OP) CO,53423.0,134671.0,30978.0,4664.0,ACTIVE,GAS,WOLFCAMP,42.0,2/17/2015,15180.0,10340.0,2H
4230132197,9/30/2014,344803.0,852029.0,202798.0,555.0,119.0,H,PHANTOM,23366.0,5538.0,9/1/2014,0.73,330.0,6/26/2016,31.926551300000003,,BOLD JOHNSON 56-T1-26,-103.83580649999999,16091.0,34.0,40.0,BHP BILLITON PET(TXLA OP) CO,33268.0,76807.0,20467.0,4811.0,ACTIVE,GAS,WOLFCAMP,35.0,5/28/2014,16218.0,11280.0,2H
4230132630,10/2/2015,379111.0,704373.0,261716.0,832.0,282.0,H,PHANTOM,7686.0,3388.0,10/1/2015,,,10/9/2016,31.884363399999994,,ELKHORN 54-1-44,-103.68356,15953.0,22.0,41.88,"ANADARKO E&P ONSHORE, LLC",45823.0,78672.0,32711.0,4158.0,ACTIVE,OIL,WOLFCAMP,44.0,7/16/2015,16135.0,11795.0,1H
4230132458,6/16/2015,9685.0,24789.0,5553.0,826.0,185.0,H,PHANTOM,24789.0,5553.0,6/1/2017,,,,31.955547999999997,,MEDICINE BOW 56-1-23,-103.8242148,,1.0,47.2,"ANADARKO E&P ONSHORE, LLC",9685.0,24789.0,5553.0,,ACTIVE,OIL,WOLFCAMP,23.0,6/4/2015,15579.0,,1H
4230132238,8/17/2015,288870.0,434105.0,216519.0,506.0,243.0,H,PHANTOM,17792.0,8784.0,9/1/2015,,,5/29/2016,31.9703482,,BRUNSON TRUST 9,-103.47501590000002,17280.0,22.0,45.9,"AMEREDEV OPERATING, LLC",24200.0,36990.0,18961.0,4427.0,ACTIVE,OIL,WOLFCAMP,9.0,5/31/2015,17388.0,12853.0,0
4230132333,1/14/2015,252492.0,638698.0,146042.0,544.0,67.0,H,PHANTOM,12004.0,3350.0,1/1/2015,0.7,332.0,6/24/2016,31.9280375,,BOLD JOHNSON 56-T1-30,-103.8967349,15003.0,31.0,52.2,BHP BILLITON PET(TXLA OP) CO,19386.0,36770.0,13258.0,4463.0,ACTIVE,GAS,WOLFCAMP,30.0,10/15/2014,15442.0,10540.0,2H
4230132513,9/23/2015,1705485.0,3032003.0,1200151.0,4987.0,1943.0,H,PHANTOM,14248.0,5744.0,9/1/2015,,,6/30/2016,31.985934999999998,,EXCELSIOR 7,-103.6133044,17290.0,23.0,41.0,EOG RESOURCES INCORPORATED,210970.0,353660.0,152027.0,5155.0,ACTIVE,OIL,WOLFCAMP,1.0,5/5/2015,17419.0,12135.0,0
4230132532,10/12/2015,47338.0,159824.0,20701.0,489.0,66.0,H,PHANTOM,22578.0,1378.0,10/1/2015,,,10/29/2015,31.795530199999998,,LINDLEY 55-2-42 LOV UNIT,-103.7913982,15976.0,12.0,50.56,RD SHELL,6751.0,22578.0,3507.0,3731.0,ACTIVE,OIL,WOLFCAMP,42.0,4/20/2015,16210.0,12245.0,1H
4230132569,6/10/2015,104068.0,172444.0,75327.0,942.0,412.0,H,PHANTOM,9071.0,2930.0,11/1/2016,,,11/7/2016,31.853380800000004,,SANDBAR 54-2-13,-103.61277709999999,16170.0,6.0,46.21,"ANADARKO E&P ONSHORE, LLC",24050.0,40938.0,17227.0,4104.0,ACTIVE,OIL,WOLFCAMP,13.0,5/19/2015,16340.0,12066.0,1H
4230132598,9/4/2015,2404903.0,4961787.0,1577938.0,6225.0,1883.0,H,PHANTOM,25125.0,44805.0,9/1/2015,,,1/29/2017,31.7565708,,FALCON STATE UNIT,-103.64140309999999,16985.0,23.0,45.8,APACHE CORPORATION,172641.0,375722.0,110021.0,5879.0,ACTIVE,OIL,WOLFCAMP,15.0,5/26/2015,16975.0,11106.0,0
4230132605,10/17/2015,134093.0,273986.0,88429.0,318.0,97.0,H,PHANTOM,2742.0,2711.0,10/1/2015,,,11/1/2015,31.9347277,,PISTOL 24-9,-103.3288079,16890.0,22.0,42.37,"RSP PERMIAN, LLC",14628.0,27732.0,10006.0,4272.0,ACTIVE,OIL,WOLFCAMP,9.0,8/9/2015,17000.0,12618.0,1H
4230132109,5/13/2014,222722.0,771544.0,94131.0,243.0,40.0,H,SANDBAR,23478.0,6380.0,5/1/2014,0.79,220.0,11/2/2016,31.999905100000003,,LINDSAY 2,-103.72434100000001,13436.0,39.0,46.8,"RKI EXPLORATION & PRODUCTION, LLC",21565.0,66069.0,10553.0,4120.0,ACTIVE,GAS,BONE SPRING,2.0,1/21/2014,13597.0,9316.0,2H
4230132331,5/27/2015,113233.0,118635.0,93460.0,101.0,79.0,H,PHANTOM,14697.0,12931.0,6/1/2015,,,2/15/2017,31.956533899999997,,JACKSON TRUST C 12-TTT-C24 NL,-103.3591338,17020.0,26.0,40.0,MATADOR PRODUCTION COMPANY,15381.0,14697.0,12931.0,4376.0,ACTIVE,OIL,WOLFCAMP,11.0,2/23/2015,17127.0,12644.0,211H
4230132374,5/9/2015,158361.0,190546.0,126603.0,105.0,83.0,H,TWO GEORGES,23841.0,12765.0,5/1/2015,,,5/15/2015,31.951345399999997,,BRUNSON B,-103.43194749999999,16620.0,25.0,42.6,"RSP PERMIAN, LLC",16739.0,23841.0,12765.0,4113.0,ACTIVE,OIL,BONE SPRING,15.0,12/1/2014,16796.0,12507.0,1501H
4230132404,8/10/2015,184206.0,214748.0,148415.0,249.0,126.0,H,TWO GEORGES,13268.0,8696.0,8/1/2015,,,5/3/2017,31.939805199999995,,LUDEMAN C,-103.4725449,16460.0,24.0,42.6,"RSP PERMIAN, LLC",19068.0,17413.0,17323.0,3851.0,ACTIVE,OIL,BONE SPRING,7.0,11/24/2014,16620.0,12609.0,703H
4230132522,5/19/2015,747018.0,1454302.0,504634.0,1495.0,465.0,H,SANDBAR,13989.0,5540.0,5/1/2015,,,3/28/2017,31.747270699999998,,FALCON STATE UNIT,-103.6560599,16195.0,27.0,45.52,APACHE CORPORATION,55407.0,106023.0,37736.0,5803.0,ACTIVE,OIL,BONE SPRING,89.0,3/28/2015,16231.0,10392.0,0
4230132525,10/20/2015,453056.0,608161.0,351696.0,932.0,484.0,H,PHANTOM,20276.0,9650.0,10/1/2015,,,12/4/2016,31.7358695,,SHOCK-N-AWE UNIT 29-41,-103.47165059999999,19549.0,15.0,40.14,"ANADARKO E&P ONSHORE, LLC",62103.0,79007.0,48935.0,7777.0,ACTIVE,OIL,WOLFCAMP,41.0,5/24/2015,19715.0,11772.0,0
4230132526,9/29/2015,299719.0,864964.0,155558.0,864.0,124.0,H,SANDBAR,1521.0,518.0,9/1/2015,0.75,290.0,11/7/2016,31.912189,,TXL 41,-103.88844399999999,13512.0,23.0,47.7,MEWBOURNE HOLDINGS INC,30344.0,98065.0,19689.0,4137.0,ACTIVE,GAS,BONE SPRING,41.0,4/16/2015,13515.0,9375.0,B201DM
4230132622,9/27/2015,205181.0,210526.0,170093.0,309.0,253.0,H,PHANTOM,2067.0,357.0,9/1/2015,,,10/2/2015,31.7373488,,UNIVERSITY 20-6,-103.38282059999999,17085.0,20.0,40.14,"ANADARKO E&P ONSHORE, LLC",21414.0,22515.0,17661.0,4820.0,ACTIVE,OIL,WOLFCAMP,43.0,7/1/2015,17250.0,12265.0,2H
4230132632,10/21/2015,211458.0,211057.0,176282.0,327.0,181.0,H,PHANTOM,,2336.0,10/1/2015,,,9/24/2016,31.773689299999997,,HARRISON 29-20,-103.4714422,16231.0,22.0,41.15,"ANADARKO E&P ONSHORE, LLC",32650.0,28897.0,27834.0,4134.0,ACTIVE,OIL,WOLFCAMP,20.0,5/12/2016,16412.0,12097.0,2H
4230132663,9/7/2015,727294.0,1606758.0,459501.0,2255.0,750.0,H,PHANTOM,2448.0,822.0,9/1/2015,,,5/20/2017,31.7565977,,MAGPIE UNIT,-103.5984957,18439.0,23.0,45.15,APACHE CORPORATION,61913.0,166250.0,38393.0,7726.0,ACTIVE,OIL,WOLFCAMP,4.0,8/14/2015,18565.0,10713.0,0
4230131125,12/12/2001,22004.0,43648.0,14729.0,69.0,17.0,V,SANDBAR,538.0,1427.0,11/1/2015,,,11/15/2015,31.998971500000003,,RED BLUFF 1,-103.91807,10152.0,21.0,38.0,"OCCIDENTAL ENERGY COMPANY,INC.",2117.0,6800.0,1560.0,1138.0,ACTIVE,OIL,BONE SPRING,1.0,4/21/2001,12682.0,9014.0,2
4230132001,10/30/2013,181434.0,912849.0,29292.0,353.0,11.0,H,SANDBAR,,98.0,11/1/2013,0.81,140.0,12/2/2016,31.9424222,,CBR 22,-103.8437111,12687.0,38.0,42.6,"RKI EXPLORATION & PRODUCTION, LLC",17220.0,79785.0,3922.0,4120.0,ACTIVE,GAS,BONE SPRING,22.0,8/6/2013,12795.0,8567.0,3H
4230132217,8/26/2015,165962.0,418036.0,96289.0,353.0,66.0,H,SANDBAR,10662.0,2642.0,8/1/2015,0.75,350.0,11/7/2016,31.9716414,,TXL WEST '11',-103.9309516,13500.0,24.0,47.6,MEWBOURNE HOLDINGS INC,27343.0,50186.0,18979.0,4328.0,ACTIVE,GAS,BONE SPRING,11.0,11/11/2014,13550.0,9172.0,B201OB
4230132588,9/18/2015,361540.0,451306.0,286322.0,463.0,259.0,H,PHANTOM,,6424.0,9/1/2015,,,9/30/2016,31.720062,,YELLOWJACKET UL UNIT 19-3,-103.41583,19041.0,22.0,40.6,"ANADARKO E&P ONSHORE, LLC",41919.0,48950.0,33761.0,7148.0,ACTIVE,OIL,WOLFCAMP,3.0,6/24/2015,19237.0,11893.0,15H
4230131579,1/1/2012,107686.0,469051.0,29511.0,17.0,2.0,H,SANDBAR,24415.0,947.0,1/1/2012,0.82,160.0,8/26/2016,31.984327500000003,,CBR 12,-103.81329140000001,12105.0,58.0,48.6,"RKI EXPLORATION & PRODUCTION, LLC",5016.0,24415.0,1467.0,3072.0,ACTIVE,GAS,BONE SPRING,12.0,5/15/2011,12277.0,9033.0,1H
4230131726,12/1/2012,257895.0,1012541.0,89138.0,34.0,0.0,H,SANDBAR,73342.0,16516.0,12/1/2012,0.8,120.0,9/28/2016,31.984598499999997,,LINDSAY 10,-103.74529770000001,12982.0,47.0,,"RKI EXPLORATION & PRODUCTION, LLC",33202.0,109775.0,16516.0,3624.0,ACTIVE,GAS,BONE SPRING,10.0,3/1/2012,13083.0,9358.0,1H
4230131815,2/20/2013,300596.0,1482349.0,53538.0,415.0,8.0,H,SANDBAR,,62.0,2/1/2013,,0.0,12/1/2016,31.943010100000002,,CBR 22,-103.85056170000001,11711.0,47.0,,"RKI EXPLORATION & PRODUCTION, LLC",24809.0,97308.0,8591.0,3624.0,ACTIVE,GAS,BONE SPRING,22.0,8/26/2012,11959.0,8087.0,1H
4230132228,10/31/2014,355806.0,910400.0,204073.0,543.0,100.0,H,PHANTOM,20110.0,4617.0,10/1/2014,0.72,410.0,5/21/2016,31.8554103,,STATE DESERT 55-T2-18,-103.7913187,15816.0,34.0,40.0,BHP BILLITON PET(TXLA OP) CO,39240.0,98519.0,22820.0,4811.0,ACTIVE,GAS,WOLFCAMP,7.0,6/23/2014,15944.0,11005.0,1H
4230131755,9/19/2012,326689.0,1708348.0,41964.0,452.0,6.0,H,SANDBAR,,57.0,9/1/2012,0.82,120.0,12/11/2016,31.986714399999997,,ROBINSON 5,-103.88294,11853.0,59.0,44.3,"RKI EXPLORATION & PRODUCTION, LLC",17323.0,80003.0,7920.0,3872.0,ACTIVE,GAS,BONE SPRING,5.0,6/2/2012,11950.0,7981.0,1H
4230132571,7/20/2015,450655.0,826406.0,312921.0,850.0,256.0,H,SANDBAR,21175.0,9417.0,7/1/2015,,,3/26/2017,31.735356300000003,,CONDOR,-103.6443997,15120.0,25.0,45.65,APACHE CORPORATION,40091.0,79777.0,26795.0,4920.0,ACTIVE,OIL,BONE SPRING,87.0,3/30/2015,15607.0,10200.0,0
4230132586,10/7/2015,359443.0,692308.0,244058.0,807.0,276.0,H,PHANTOM,57790.0,16961.0,10/1/2015,,,5/3/2017,31.8852155,,BULLHEAD STATE 55-1-44,-103.7841809,15015.0,22.0,46.05,RD SHELL,29047.0,60096.0,20105.0,3854.0,ACTIVE,OIL,WOLFCAMP,44.0,6/22/2015,15221.0,11161.0,2H
4230132590,10/15/2015,290950.0,1213962.0,88623.0,2255.0,147.0,H,"FORD, WEST",13167.0,1120.0,10/1/2015,0.69,2180.0,11/6/2016,31.8985743,,TXL 37,-103.8060339,16350.0,22.0,54.9,MEWBOURNE HOLDINGS INC,25596.0,109301.0,7379.0,4475.0,ACTIVE,GAS,WOLFCAMP,37.0,7/1/2015,16360.0,11875.0,W201PA
4230132591,11/2/2015,278681.0,665576.0,167752.0,488.0,129.0,H,SANDBAR,65791.0,20997.0,11/1/2015,0.72,280.0,11/8/2016,31.9995679,,ZUMA 3,-103.9444772,13310.0,21.0,50.3,MEWBOURNE HOLDINGS INC,31962.0,72590.0,20997.0,4021.0,ACTIVE,GAS,BONE SPRING,3.0,7/13/2015,13320.0,9289.0,B201AP
4230132646,11/11/2015,294146.0,335433.0,238240.0,409.0,266.0,H,PHANTOM,,1577.0,11/1/2015,,,3/18/2017,31.7217892,,YOKUM UL UNIT 19-4,-103.44206379999999,16988.0,19.0,40.14,"ANADARKO E&P ONSHORE, LLC",31350.0,33064.0,25839.0,4919.0,ACTIVE,OIL,WOLFCAMP,45.0,12/15/2016,17168.0,12069.0,0
4230132653,11/4/2015,235438.0,239097.0,195588.0,375.0,307.0,H,PHANTOM,,1078.0,11/1/2015,,,9/30/2016,31.794476500000002,,LUCKY STRIKE 28-20,-103.38647519999999,17479.0,18.0,43.06,"ANADARKO E&P ONSHORE, LLC",26565.0,29359.0,21672.0,4806.0,ACTIVE,OIL,WOLFCAMP,29.0,9/15/2015,17645.0,12673.0,2H
4230131939,7/17/2013,177098.0,883699.0,29815.0,464.0,8.0,H,SANDBAR,6513.0,450.0,7/1/2013,0.85,150.0,12/1/2016,31.941051399999996,,CBR 28,-103.8633309,12057.0,41.0,45.5,"RKI EXPLORATION & PRODUCTION, LLC",9294.0,40938.0,2471.0,4120.0,ACTIVE,GAS,BONE SPRING,28.0,4/13/2013,12174.0,7937.0,1H
4230132589,10/15/2015,363577.0,970419.0,201840.0,1125.0,197.0,H,PHANTOM,,1704.0,10/1/2015,0.79,371.0,11/25/2016,31.866148100000004,,STATE 56-2-12,-103.8073622,14474.0,22.0,47.7,"ANADARKO E&P ONSHORE, LLC",49704.0,125125.0,28850.0,3577.0,ACTIVE,GAS,WOLFCAMP,12.0,6/27/2015,14775.0,10897.0,1H
4230131937,8/11/2013,405195.0,2058081.0,62182.0,790.0,18.0,H,SANDBAR,40026.0,3662.0,8/1/2013,0.81,180.0,11/29/2016,31.89745,,PECOS STATE 46,-103.8530473,11570.0,46.0,46.1,"RKI EXPLORATION & PRODUCTION, LLC",36143.0,164601.0,8709.0,3624.0,ACTIVE,GAS,BONE SPRING,46.0,4/11/2013,11673.0,7946.0,1H
4230132631,11/4/2015,202506.0,401340.0,135616.0,311.0,106.0,H,PHANTOM,,1469.0,11/1/2015,,,11/23/2016,31.970007899999995,,BITTERROOT 54-1-18,-103.6988359,16241.0,21.0,41.89,"ANADARKO E&P ONSHORE, LLC",33133.0,73099.0,22425.0,4057.0,ACTIVE,OIL,WOLFCAMP,18.0,9/5/2015,16412.0,12184.0,1H
4230132435,5/14/2015,390569.0,920815.0,237100.0,967.0,187.0,H,SANDBAR,17389.0,5220.0,5/1/2015,,,4/13/2017,31.7539145,,OSPREY STATE UNIT,-103.6166685,17245.0,27.0,46.17,APACHE CORPORATION,30773.0,66307.0,19722.0,6626.0,ACTIVE,OIL,BONE SPRING,9.0,12/18/2014,17315.0,10619.0,0
4230132283,6/13/2015,439679.0,801621.0,306076.0,1052.0,384.0,H,PHANTOM,25523.0,9602.0,6/1/2015,,,1/18/2017,31.999654,,STATE PATHFINDER 7,-103.631124,17024.0,26.0,41.0,EOG RESOURCES INCORPORATED,66203.0,122384.0,45806.0,4723.0,ACTIVE,OIL,WOLFCAMP,2.0,5/10/2015,17437.0,12301.0,0
4230132659,1/14/2016,229332.0,238182.0,189635.0,353.0,282.0,H,PHANTOM,,9200.0,1/1/2016,,,9/21/2016,31.8894533,,HUGHES & TALBOT 75-24,-103.38692809999999,17593.0,18.0,41.79,"ANADARKO E&P ONSHORE, LLC",31330.0,35920.0,25343.0,4821.0,ACTIVE,OIL,WOLFCAMP,13.0,10/28/2015,17770.0,12772.0,2H
4230132684,1/7/2016,229864.0,305510.0,178946.0,464.0,244.0,H,PHANTOM,,1759.0,1/1/2016,,,9/23/2016,31.7393706,,CAMP 29-31 UNIT,-103.4761497,16836.0,19.0,40.14,"ANADARKO E&P ONSHORE, LLC",25773.0,35806.0,19805.0,4843.0,ACTIVE,OIL,WOLFCAMP,42.0,10/8/2015,17010.0,11993.0,2H
4230132703,3/17/2013,670305.0,1450394.0,428573.0,818.0,226.0,H,SANDBAR,9814.0,5731.0,3/1/2014,,,2/26/2017,31.7471589,,CHAPARRAL 89,-103.6513557,15742.0,41.0,46.73,APACHE CORPORATION,36062.0,76674.0,26434.0,6242.0,ACTIVE,OIL,BONE SPRING,13.0,11/11/2012,15775.0,9500.0,0
4230132745,1/11/2016,263838.0,291968.0,215177.0,551.0,363.0,H,PHANTOM,,6449.0,1/1/2016,,,11/25/2016,31.7616696,,SMOKIN JOE 28-41 UNIT A,-103.37460759999999,19614.0,16.0,40.14,"ANADARKO E&P ONSHORE, LLC",30496.0,30777.0,25366.0,7174.0,ACTIVE,OIL,WOLFCAMP,41.0,9/20/2016,19788.0,12440.0,1H
4230132339,12/1/2015,173177.0,342578.0,116081.0,426.0,138.0,H,SANDBAR,5082.0,4608.0,12/1/2015,0.74,400.0,11/13/2016,31.926799300000003,,TXL 31,-103.896035,13630.0,20.0,47.3,MEWBOURNE HOLDINGS INC,18048.0,33287.0,12722.0,4440.0,ACTIVE,GAS,BONE SPRING,31.0,8/6/2015,13645.0,9190.0,B201BO
4230132476,11/13/2015,642101.0,1102213.0,458399.0,1364.0,533.0,H,PHANTOM,,792.0,9/1/2015,,,3/1/2016,31.999641600000004,,APOLLO 7,-103.6355027,16863.0,22.0,41.0,EOG RESOURCES INCORPORATED,62181.0,103018.0,45011.0,4708.0,ACTIVE,OIL,WOLFCAMP,3.0,2/15/2015,16995.0,12155.0,0
4230132540,8/10/2015,52089.0,76111.0,39404.0,836.0,433.0,H,PHANTOM,2079.0,7410.0,4/1/2017,,,4/8/2017,31.8097027,,GALAPAGOS 53-2-31 LOV,-103.58521590000001,15969.0,3.0,44.9,RD SHELL,23502.0,37480.0,17255.0,4239.0,ACTIVE,OIL,WOLFCAMP,31.0,6/5/2015,16201.0,11730.0,1H
4230132550,11/14/2015,1174951.0,2085302.0,827401.0,2116.0,714.0,H,PHANTOM,,4686.0,10/1/2015,,,12/22/2016,31.9569286,,STATE VIKING E 7,-103.65434990000001,16663.0,22.0,41.0,EOG RESOURCES INCORPORATED,157235.0,242775.0,116772.0,4555.0,ACTIVE,OIL,WOLFCAMP,16.0,5/22/2015,16792.0,12108.0,0
4230132600,9/19/2015,332975.0,768083.0,204961.0,835.0,183.0,H,SANDBAR,,5978.0,9/1/2015,0.77,299.0,11/5/2016,31.913377899999997,,BEARTOOTH 54-1-34,-103.6489917,14975.0,23.0,45.8,"ANADARKO E&P ONSHORE, LLC",39312.0,75822.0,26675.0,4240.0,ACTIVE,GAS,BONE SPRING,34.0,6/18/2015,15111.0,10735.0,1H
4230132640,8/26/2015,381556.0,627447.0,276981.0,998.0,407.0,H,PHANTOM,,1208.0,2/1/2016,,,9/21/2016,31.911766999999998,,ELKHORN 54-1-40,-103.6661129,16345.0,18.0,41.88,"ANADARKO E&P ONSHORE, LLC",44076.0,67767.0,32781.0,4349.0,ACTIVE,OIL,WOLFCAMP,40.0,8/5/2015,16509.0,11996.0,0
4230132161,7/2/2013,1045791.0,2158230.0,686086.0,1161.0,459.0,H,PHANTOM,39731.0,10780.0,8/1/2014,,,5/1/2016,31.7571544,,MOCKINGBIRD STATE UNIT 9,-103.6236716,17460.0,36.0,47.28,APACHE CORPORATION,77538.0,162149.0,50513.0,6270.0,ACTIVE,OIL,WOLFCAMP,9.0,4/1/2013,17634.0,11190.0,0
4230132417,12/2/2015,241559.0,248534.0,200137.0,251.0,251.0,H,PHANTOM,37344.0,22319.0,12/1/2015,,,12/15/2015,31.945073600000004,,BRUNSON B,-103.4533747,17685.0,20.0,41.0,EOG RESOURCES INCORPORATED,28543.0,37344.0,22319.0,4626.0,ACTIVE,OIL,WOLFCAMP,24.0,8/19/2015,17852.0,13059.0,2302H
4230132041,12/17/2013,55212.0,232337.0,16489.0,61.0,12.0,H,SANDBAR,31617.0,2867.0,11/1/2014,0.82,60.0,6/3/2016,31.985088300000005,,LINDSAY 10,-103.7497378,13207.0,29.0,43.8,"RKI EXPLORATION & PRODUCTION, LLC",8137.0,33085.0,2867.0,3624.0,ACTIVE,GAS,BONE SPRING,10.0,9/6/2013,13349.0,9583.0,2H
4230132754,12/30/2015,7380.0,10621.0,5610.0,343.0,181.0,H,PHANTOM,10621.0,5610.0,5/1/2017,,,5/11/2017,31.970651300000004,,SILVERTIP 76-9 F,-103.5494918,20933.0,1.0,43.33,"ANADARKO E&P ONSHORE, LLC",7380.0,10621.0,5610.0,8215.0,ACTIVE,OIL,WOLFCAMP,9.0,7/5/2016,22175.0,12718.0,1H
4230132578,9/7/2015,128496.0,243070.0,87984.0,370.0,129.0,H,PHANTOM,22222.0,9480.0,12/1/2015,,,12/19/2015,31.811141600000003,,SANDBAR 54-2-27 LOV,-103.64975159999999,16142.0,20.0,46.88,RD SHELL,13184.0,22222.0,9480.0,3314.0,ACTIVE,OIL,WOLFCAMP,27.0,8/4/2015,16270.0,12828.0,1H
4230132305,1/19/2015,364295.0,1138979.0,174465.0,3120.0,478.0,H,SANDBAR,59396.0,26496.0,8/1/2016,,,12/6/2016,31.955929600000005,,STATE VIKING E,-103.65262729999999,13922.0,12.0,41.0,EOG RESOURCES INCORPORATED,53339.0,123343.0,33949.0,4709.0,ACTIVE,OIL,BONE SPRING,21.0,1/8/2015,14016.0,9213.0,1H
4230132308,6/1/2015,587156.0,1736062.0,297812.0,1708.0,278.0,H,PHANTOM,60594.0,10532.0,6/1/2015,0.76,410.0,10/5/2016,31.762161499999998,,BOHLANDER 33-95,-103.702294,18674.0,25.0,47.8,"ANADARKO E&P ONSHORE, LLC",34404.0,100439.0,17664.0,7082.0,ACTIVE,GAS,WOLFCAMP,95.0,9/28/2014,18846.0,11592.0,1H
